520 1.795062 0.462602
584 2.700941 0.712898
648 3.232211 1.037682
712 4.388796 1.503054
776 5.773621 1.450545
840 7.160505 1.782735
904 9.756314 2.649303
968 13.151938 4.037358
1032 16.117870 4.988218
1096 19.152264 7.553637
1160 22.954252 7.332635
1224 27.092925 8.532691
1288 31.431844 9.872457
1352 36.574713 11.578257
1416 41.953030 13.443055
1480 48.021349 15.278919
1544 54.306085 17.180089
