520 3.8803593585
584 3.7886780437
648 3.1148376863
712 2.9199190448
776 3.9803115380
840 4.0165840688
904 3.6825965168
968 3.2575605135
1032 3.2311879713
1096 2.5355023017
1160 3.1304233744
1224 3.1751911559
1288 3.1837914310
1352 3.1589135566
1416 3.1207958310
1480 3.1429807959
1544 3.1609897364
